member_id;book_copy_id;staff_id;issue_date;due_date;returned_or_not
696;62464;3;2023-12-12;2023-12-27;FALSE
8;3080;7;2021-09-28;2021-10-13;TRUE
154;73799;1;2023-03-14;2023-03-29;TRUE
974;55137;4;2019-03-12;2019-03-27;TRUE
23;106455;5;2021-03-26;2021-04-10;TRUE
448;85590;2;2022-10-06;2022-10-21;TRUE
500;89261;7;2019-08-01;2019-08-16;TRUE
182;116930;4;2020-11-02;2020-11-17;TRUE
494;67700;6;2019-10-13;2019-10-28;TRUE
183;2995;7;2019-08-03;2019-08-18;TRUE
840;116258;4;2021-08-24;2021-09-08;TRUE
936;44257;7;2018-10-03;2018-10-18;TRUE
647;76542;7;2018-11-07;2018-11-22;TRUE
623;2800;7;2018-07-28;2018-08-12;TRUE
456;1273;7;2023-02-27;2023-03-14;TRUE
760;81189;6;2018-07-02;2018-07-17;TRUE
389;108400;6;2020-01-08;2020-01-23;TRUE
255;64716;6;2018-05-08;2018-05-23;TRUE
449;102324;5;2021-04-04;2021-04-19;TRUE
628;102122;4;2021-02-21;2021-03-08;TRUE
404;106312;4;2022-02-06;2022-02-21;TRUE
54;79851;2;2023-06-16;2023-07-01;TRUE
720;78377;7;2023-09-22;2023-10-07;TRUE
132;103862;6;2022-04-27;2022-05-12;TRUE
336;36484;5;2023-09-24;2023-10-09;FALSE
567;82492;6;2019-10-23;2019-11-07;TRUE
187;100122;3;2017-09-27;2017-10-12;TRUE
808;77068;5;2018-12-09;2018-12-24;TRUE
650;97092;1;2022-09-27;2022-10-12;TRUE
783;45398;3;2019-03-10;2019-03-25;TRUE
556;45370;4;2022-09-22;2022-10-07;TRUE
555;88544;2;2020-01-30;2020-02-14;TRUE
870;31714;5;2018-11-06;2018-11-21;TRUE
946;106192;4;2021-06-22;2021-07-07;TRUE
713;105124;4;2021-02-15;2021-03-02;TRUE
731;15248;2;2018-08-22;2018-09-06;TRUE
933;42235;1;2019-04-25;2019-05-10;TRUE
759;87532;1;2022-03-22;2022-04-06;TRUE
651;93427;1;2019-01-28;2019-02-12;TRUE
627;30642;4;2022-05-16;2022-05-31;TRUE
341;88937;3;2017-11-07;2017-11-22;TRUE
27;98450;3;2022-06-29;2022-07-14;TRUE
557;100203;7;2021-11-22;2021-12-07;TRUE
141;101899;3;2020-11-13;2020-11-28;TRUE
922;37785;3;2019-08-03;2019-08-18;TRUE
650;100292;3;2021-08-07;2021-08-22;TRUE
80;23947;4;2020-01-20;2020-02-04;TRUE
444;4781;3;2023-08-31;2023-09-15;TRUE
409;19393;7;2022-10-22;2022-11-06;TRUE
633;99123;7;2018-06-26;2018-07-11;TRUE
656;59182;4;2020-05-07;2020-05-22;TRUE
836;25090;1;2021-03-22;2021-04-06;TRUE
688;99067;3;2019-05-10;2019-05-25;TRUE
446;117201;2;2018-11-04;2018-11-19;TRUE
522;33265;5;2020-04-05;2020-04-20;TRUE
848;37100;1;2022-04-01;2022-04-16;TRUE
36;109375;6;2023-11-29;2023-12-14;FALSE
764;106202;1;2019-02-22;2019-03-09;TRUE
430;24090;6;2017-11-27;2017-12-12;TRUE
445;35145;4;2020-06-18;2020-07-03;TRUE
571;112417;5;2020-02-28;2020-03-14;TRUE
421;77419;1;2020-02-17;2020-03-03;TRUE
223;38355;4;2020-01-16;2020-01-31;TRUE
636;52913;3;2022-04-17;2022-05-02;TRUE
978;51257;4;2019-04-17;2019-05-02;TRUE
704;20537;2;2019-10-14;2019-10-29;TRUE
69;17870;4;2018-02-01;2018-02-16;TRUE
850;86808;3;2020-07-11;2020-07-26;TRUE
146;92364;5;2023-01-02;2023-01-17;TRUE
515;119207;5;2023-06-29;2023-07-14;TRUE
290;107721;2;2021-05-11;2021-05-26;TRUE
465;94634;5;2017-12-10;2017-12-25;TRUE
386;37084;6;2019-01-30;2019-02-14;TRUE
684;50754;7;2021-09-20;2021-10-05;TRUE
340;39890;3;2019-06-08;2019-06-23;TRUE
608;11875;4;2022-11-05;2022-11-20;TRUE
271;81870;3;2017-11-22;2017-12-07;TRUE
207;54593;7;2019-10-02;2019-10-17;TRUE
568;117067;5;2021-03-20;2021-04-04;TRUE
191;32310;6;2023-02-06;2023-02-21;TRUE
340;97841;2;2020-02-25;2020-03-11;TRUE
643;9851;6;2020-07-03;2020-07-18;TRUE
291;118806;6;2020-01-16;2020-01-31;TRUE
754;84463;4;2019-02-13;2019-02-28;TRUE
680;11884;2;2020-11-04;2020-11-19;TRUE
227;29980;7;2022-04-13;2022-04-28;TRUE
164;94079;5;2023-11-21;2023-12-06;TRUE
242;72454;7;2019-02-27;2019-03-14;TRUE
372;109022;6;2019-02-27;2019-03-14;TRUE
697;113058;1;2020-09-01;2020-09-16;TRUE
398;37884;6;2019-09-25;2019-10-10;TRUE
930;38194;5;2020-07-07;2020-07-22;TRUE
361;93064;3;2021-10-25;2021-11-09;TRUE
665;77852;4;2019-12-22;2020-01-06;TRUE
928;11024;2;2023-04-24;2023-05-09;TRUE
955;110699;1;2018-08-24;2018-09-08;TRUE
302;105947;3;2018-05-30;2018-06-14;TRUE
934;52139;2;2021-09-28;2021-10-13;TRUE
877;112529;5;2021-06-18;2021-07-03;TRUE
227;30617;2;2021-03-20;2021-04-04;TRUE
491;48988;2;2022-11-11;2022-11-26;TRUE
772;21640;1;2017-11-13;2017-11-28;TRUE
148;42061;5;2022-04-18;2022-05-03;TRUE
534;99937;2;2021-05-05;2021-05-20;TRUE
944;90306;6;2019-12-27;2020-01-11;TRUE
684;21113;5;2022-11-02;2022-11-17;TRUE
660;117500;2;2020-09-27;2020-10-12;TRUE
933;113976;5;2021-05-18;2021-06-02;TRUE
367;29345;4;2023-10-12;2023-10-27;FALSE
46;65886;2;2018-09-15;2018-09-30;TRUE
687;13016;2;2019-01-23;2019-02-07;TRUE
615;14288;6;2018-10-29;2018-11-13;TRUE
75;24834;2;2018-08-03;2018-08-18;TRUE
51;74620;5;2022-04-26;2022-05-11;TRUE
435;91336;5;2021-07-08;2021-07-23;TRUE
842;87041;7;2018-06-11;2018-06-26;TRUE
310;101618;4;2022-10-26;2022-11-10;TRUE
196;59541;4;2022-02-25;2022-03-12;TRUE
433;81292;2;2018-06-02;2018-06-17;TRUE
714;87696;2;2023-05-22;2023-06-06;TRUE
407;109297;6;2018-12-03;2018-12-18;TRUE
806;8386;2;2021-10-21;2021-11-05;TRUE
370;112575;1;2022-06-20;2022-07-05;TRUE
757;97349;4;2022-03-19;2022-04-03;TRUE
431;53890;2;2018-01-06;2018-01-21;TRUE
753;46045;2;2021-02-06;2021-02-21;TRUE
665;60227;5;2022-05-04;2022-05-19;TRUE
258;89070;5;2018-07-12;2018-07-27;TRUE
618;25305;3;2021-12-16;2021-12-31;TRUE
667;27720;1;2023-11-01;2023-11-16;TRUE
268;44857;2;2017-11-22;2017-12-07;TRUE
160;89110;1;2017-11-26;2017-12-11;TRUE
213;34721;5;2021-12-23;2022-01-07;TRUE
946;86505;1;2019-06-20;2019-07-05;TRUE
737;84225;2;2019-03-16;2019-03-31;TRUE
836;91411;7;2019-02-23;2019-03-10;TRUE
968;6077;6;2021-12-15;2021-12-30;TRUE
118;23322;3;2019-10-01;2019-10-16;TRUE
376;94622;3;2022-05-28;2022-06-12;TRUE
943;95124;2;2020-04-02;2020-04-17;TRUE
811;17627;6;2018-12-16;2018-12-31;TRUE
795;83492;3;2023-06-29;2023-07-14;TRUE
804;47355;4;2022-07-23;2022-08-07;TRUE
518;43447;1;2020-09-29;2020-10-14;TRUE
939;22295;7;2020-10-21;2020-11-05;TRUE
925;59587;1;2020-06-21;2020-07-06;TRUE
258;28151;3;2020-10-13;2020-10-28;TRUE
107;94362;1;2018-02-27;2018-03-14;TRUE
619;68786;6;2018-04-19;2018-05-04;TRUE
221;56363;2;2018-07-14;2018-07-29;TRUE
454;114234;3;2023-02-13;2023-02-28;TRUE
77;16435;3;2018-10-18;2018-11-02;TRUE
237;100088;3;2019-11-05;2019-11-20;TRUE
740;82149;5;2021-05-08;2021-05-23;TRUE
100;61593;3;2023-03-24;2023-04-08;TRUE
387;52801;4;2020-04-05;2020-04-20;TRUE
665;2583;5;2022-11-03;2022-11-18;TRUE
44;108192;4;2018-04-17;2018-05-02;TRUE
944;86955;5;2021-09-28;2021-10-13;TRUE
983;118675;7;2021-11-19;2021-12-04;TRUE
266;119624;5;2021-08-18;2021-09-02;TRUE
606;68820;7;2019-11-10;2019-11-25;TRUE
400;53564;4;2019-01-06;2019-01-21;TRUE
134;105474;6;2021-10-28;2021-11-12;TRUE
335;23223;2;2018-02-25;2018-03-12;TRUE
179;62688;4;2022-08-28;2022-09-12;TRUE
779;78717;3;2019-03-30;2019-04-14;TRUE
51;48679;7;2019-04-19;2019-05-04;TRUE
933;118756;4;2020-08-22;2020-09-06;TRUE
110;93843;2;2020-05-12;2020-05-27;TRUE
762;94393;3;2020-11-26;2020-12-11;TRUE
525;62092;6;2021-10-08;2021-10-23;TRUE
461;12488;6;2020-11-27;2020-12-12;TRUE
801;92667;1;2021-10-10;2021-10-25;TRUE
997;82275;2;2021-11-13;2021-11-28;TRUE
969;93516;5;2021-08-28;2021-09-12;TRUE
581;62081;6;2018-09-25;2018-10-10;TRUE
575;63129;5;2021-06-15;2021-06-30;TRUE
997;117044;4;2022-06-01;2022-06-16;TRUE
600;78609;1;2019-05-05;2019-05-20;TRUE
672;94642;4;2020-10-27;2020-11-11;TRUE
233;56863;6;2018-12-11;2018-12-26;TRUE
900;4230;7;2023-01-12;2023-01-27;TRUE
896;49977;6;2022-09-20;2022-10-05;TRUE
25;40700;5;2023-01-31;2023-02-15;TRUE
840;57378;1;2022-01-26;2022-02-10;TRUE
564;89747;4;2021-05-03;2021-05-18;TRUE
854;22463;5;2019-07-04;2019-07-19;TRUE
615;15145;1;2019-03-19;2019-04-03;TRUE
986;88711;6;2023-02-02;2023-02-17;TRUE
661;84741;1;2023-02-24;2023-03-11;TRUE
632;75565;2;2019-12-25;2020-01-09;TRUE
180;63945;4;2018-12-01;2018-12-16;TRUE
941;8088;3;2022-09-27;2022-10-12;TRUE
142;27192;1;2021-01-08;2021-01-23;TRUE
263;81599;1;2021-06-28;2021-07-13;TRUE
6;17101;6;2020-09-02;2020-09-17;TRUE
851;108170;3;2021-12-14;2021-12-29;TRUE
540;93334;7;2018-08-16;2018-08-31;TRUE
656;15859;5;2018-11-21;2018-12-06;TRUE
525;91529;6;2018-12-28;2019-01-12;TRUE
348;86669;1;2020-09-24;2020-10-09;TRUE
401;55395;5;2020-09-20;2020-10-05;TRUE
968;16750;1;2019-03-14;2019-03-29;TRUE
665;49817;4;2023-05-30;2023-06-14;TRUE
402;111033;7;2018-04-28;2018-05-13;TRUE
126;39946;5;2021-05-24;2021-06-08;TRUE
631;47851;4;2021-08-20;2021-09-04;TRUE
676;49186;2;2019-04-28;2019-05-13;TRUE
578;22709;3;2022-12-28;2023-01-12;TRUE
722;82110;6;2022-04-05;2022-04-20;TRUE
12;89933;2;2020-04-04;2020-04-19;TRUE
20;112765;7;2021-07-22;2021-08-06;TRUE
544;19559;1;2019-08-22;2019-09-06;TRUE
908;115452;7;2019-09-12;2019-09-27;TRUE
660;113989;4;2019-05-18;2019-06-02;TRUE
824;25587;1;2020-05-15;2020-05-30;TRUE
756;81798;5;2020-11-09;2020-11-24;TRUE
236;101319;5;2019-04-25;2019-05-10;TRUE
550;62733;1;2023-11-28;2023-12-13;TRUE
435;26355;2;2023-11-14;2023-11-29;TRUE
365;103912;7;2021-12-25;2022-01-09;TRUE
578;58201;6;2023-08-03;2023-08-18;TRUE
578;103326;2;2023-03-03;2023-03-18;TRUE
637;41189;6;2020-02-08;2020-02-23;TRUE
134;82225;5;2018-12-01;2018-12-16;TRUE
295;61978;6;2022-05-14;2022-05-29;TRUE
244;102603;5;2021-05-08;2021-05-23;TRUE
299;113510;5;2018-11-06;2018-11-21;TRUE
68;99650;6;2023-08-16;2023-08-31;TRUE
281;28054;7;2018-05-20;2018-06-04;TRUE
874;99907;4;2018-12-01;2018-12-16;TRUE
700;102679;7;2022-06-01;2022-06-16;TRUE
263;49877;5;2022-04-28;2022-05-13;TRUE
911;73323;5;2020-08-31;2020-09-15;TRUE
451;87995;1;2023-09-20;2023-10-05;TRUE
674;74367;6;2020-04-08;2020-04-23;TRUE
539;16796;1;2019-08-15;2019-08-30;TRUE
352;43556;6;2020-12-30;2021-01-14;TRUE
662;21850;3;2023-10-10;2023-10-25;FALSE
483;97330;4;2018-09-12;2018-09-27;TRUE
870;11706;7;2023-03-29;2023-04-13;TRUE
995;36136;1;2019-05-11;2019-05-26;TRUE
10;88491;6;2019-02-25;2019-03-12;TRUE
273;72644;3;2018-06-14;2018-06-29;TRUE
478;96889;7;2022-07-21;2022-08-05;TRUE
751;44059;7;2018-03-04;2018-03-19;TRUE
371;3465;3;2021-05-29;2021-06-13;TRUE
83;89392;1;2023-10-29;2023-11-13;TRUE
258;46812;7;2021-04-28;2021-05-13;TRUE
256;18065;6;2020-05-30;2020-06-14;TRUE
64;83820;6;2023-07-13;2023-07-28;TRUE
800;77879;6;2023-10-16;2023-10-31;FALSE
286;112815;6;2022-11-14;2022-11-29;TRUE
392;64099;4;2019-08-18;2019-09-02;TRUE
65;21797;7;2021-12-08;2021-12-23;TRUE
295;23708;3;2022-04-17;2022-05-02;TRUE
479;2493;1;2023-09-20;2023-10-05;FALSE
967;47655;4;2023-03-16;2023-03-31;TRUE
794;104451;5;2021-12-10;2021-12-25;TRUE
884;62429;7;2021-04-11;2021-04-26;TRUE
234;89262;4;2020-02-13;2020-02-28;TRUE
772;115836;1;2019-09-23;2019-10-08;TRUE
907;16286;5;2022-09-27;2022-10-12;TRUE
757;3928;2;2022-07-04;2022-07-19;TRUE
277;51777;3;2019-07-02;2019-07-17;TRUE
715;93609;4;2018-04-17;2018-05-02;TRUE
785;108842;7;2023-06-07;2023-06-22;TRUE
500;58938;6;2021-12-30;2022-01-14;TRUE
692;67822;5;2019-07-13;2019-07-28;TRUE
324;60932;2;2019-08-17;2019-09-01;TRUE
187;67258;2;2019-10-10;2019-10-25;TRUE
339;9007;6;2017-11-11;2017-11-26;TRUE
150;108861;6;2019-04-06;2019-04-21;TRUE
656;45685;5;2018-05-05;2018-05-20;TRUE
829;73073;7;2018-05-26;2018-06-10;TRUE
399;57850;2;2019-10-08;2019-10-23;TRUE
945;30199;1;2018-12-30;2019-01-14;TRUE
155;91228;7;2021-09-13;2021-09-28;TRUE
886;30550;1;2019-03-28;2019-04-12;TRUE
847;67426;5;2023-08-03;2023-08-18;TRUE
178;4198;7;2018-09-15;2018-09-30;TRUE
806;7567;4;2023-03-28;2023-04-12;TRUE
608;5483;1;2021-05-01;2021-05-16;TRUE
99;26065;6;2019-08-12;2019-08-27;TRUE
899;100286;3;2018-04-03;2018-04-18;TRUE
581;50564;6;2021-10-04;2021-10-19;TRUE
586;41635;6;2018-08-20;2018-09-04;TRUE
946;68600;5;2020-12-13;2020-12-28;TRUE
163;80448;5;2023-01-27;2023-02-11;TRUE
227;80215;1;2020-04-29;2020-05-14;TRUE
473;39613;4;2019-05-29;2019-06-13;TRUE
625;50553;1;2020-04-01;2020-04-16;TRUE
408;9844;2;2022-02-10;2022-02-25;TRUE
327;70015;3;2020-09-13;2020-09-28;TRUE
721;31337;6;2021-02-11;2021-02-26;TRUE
802;106174;6;2019-03-16;2019-03-31;TRUE
682;1915;3;2021-10-12;2021-10-27;TRUE
7;59060;4;2018-11-29;2018-12-14;TRUE
853;37831;2;2018-05-13;2018-05-28;TRUE
913;105908;7;2018-10-19;2018-11-03;TRUE
134;100938;6;2017-12-20;2018-01-04;TRUE
770;112192;7;2021-02-15;2021-03-02;TRUE
306;13256;1;2023-02-09;2023-02-24;TRUE
51;103114;2;2020-04-07;2020-04-22;TRUE
687;15295;2;2019-12-29;2020-01-13;TRUE
458;76952;7;2022-03-05;2022-03-20;TRUE
566;96016;2;2022-01-12;2022-01-27;TRUE
710;97009;1;2019-07-30;2019-08-14;TRUE
765;18794;7;2022-09-29;2022-10-14;TRUE
317;107048;1;2022-06-23;2022-07-08;TRUE
740;49767;7;2023-09-06;2023-09-21;FALSE
261;52000;2;2022-01-30;2022-02-14;TRUE
621;100099;3;2017-12-17;2018-01-01;TRUE
684;119319;1;2019-12-14;2019-12-29;TRUE
486;21490;1;2019-10-22;2019-11-06;TRUE
796;92183;5;2022-05-18;2022-06-02;TRUE
755;11599;7;2023-08-15;2023-08-30;TRUE
199;96839;4;2021-01-17;2021-02-01;TRUE
499;12362;2;2020-08-31;2020-09-15;TRUE
483;2778;4;2017-10-11;2017-10-26;TRUE
92;68449;4;2020-01-15;2020-01-30;TRUE
814;74812;1;2023-10-10;2023-10-25;TRUE
88;116308;7;2022-10-12;2022-10-27;TRUE
757;108942;2;2020-04-16;2020-05-01;TRUE
941;43004;7;2021-01-17;2021-02-01;TRUE
306;75713;5;2023-12-14;2023-12-29;TRUE
938;48533;7;2020-01-14;2020-01-29;TRUE
714;65147;4;2022-08-26;2022-09-10;TRUE
368;58589;4;2018-06-01;2018-06-16;TRUE
115;70082;4;2023-12-02;2023-12-17;TRUE
857;48761;3;2019-09-18;2019-10-03;TRUE
752;36879;6;2022-10-14;2022-10-29;TRUE
580;111421;2;2019-09-03;2019-09-18;TRUE
556;44764;4;2020-02-08;2020-02-23;TRUE
375;75530;3;2022-07-04;2022-07-19;TRUE
830;4572;1;2019-04-14;2019-04-29;TRUE
624;38869;4;2018-07-04;2018-07-19;TRUE
556;64067;4;2020-02-16;2020-03-02;TRUE
427;95920;4;2017-12-29;2018-01-13;TRUE
295;75788;4;2018-04-08;2018-04-23;TRUE
853;69472;1;2023-04-06;2023-04-21;TRUE
444;21677;7;2018-03-10;2018-03-25;TRUE
561;32439;5;2021-03-21;2021-04-05;TRUE
971;61805;5;2019-08-24;2019-09-08;TRUE
522;5041;7;2021-08-03;2021-08-18;TRUE
955;61166;7;2021-01-03;2021-01-18;TRUE
446;91556;3;2022-04-16;2022-05-01;TRUE
705;14529;2;2017-12-31;2018-01-15;TRUE
548;12163;4;2018-09-27;2018-10-12;TRUE
532;85228;6;2021-01-17;2021-02-01;TRUE
1;73582;5;2022-03-04;2022-03-19;TRUE
78;74272;2;2018-06-05;2018-06-20;TRUE
14;4941;3;2022-07-17;2022-08-01;TRUE
557;93170;3;2018-05-21;2018-06-05;TRUE
127;59152;2;2021-03-11;2021-03-26;TRUE
391;112764;3;2020-07-11;2020-07-26;TRUE
359;110925;1;2019-05-15;2019-05-30;TRUE
524;14971;2;2017-10-04;2017-10-19;TRUE
596;49584;7;2020-08-16;2020-08-31;TRUE
437;46749;2;2019-05-22;2019-06-06;TRUE
734;61452;6;2018-10-17;2018-11-01;TRUE
845;84377;1;2019-12-01;2019-12-16;TRUE
939;11709;7;2020-04-21;2020-05-06;TRUE
348;22002;5;2019-01-26;2019-02-10;TRUE
161;47523;6;2020-06-18;2020-07-03;TRUE
420;26546;2;2020-03-07;2020-03-22;TRUE
877;33202;5;2023-07-27;2023-08-11;TRUE
334;113624;1;2018-09-28;2018-10-13;TRUE
938;87588;4;2021-04-10;2021-04-25;TRUE
960;26462;5;2019-04-01;2019-04-16;TRUE
895;59077;1;2021-07-25;2021-08-09;TRUE
768;108408;5;2020-09-22;2020-10-07;TRUE
991;49131;3;2017-11-07;2017-11-22;TRUE
993;35438;3;2019-07-16;2019-07-31;TRUE
272;107594;6;2023-09-12;2023-09-27;TRUE
295;16474;5;2021-10-09;2021-10-24;TRUE
223;88264;5;2020-01-09;2020-01-24;TRUE
716;75044;1;2018-11-28;2018-12-13;TRUE
461;50107;1;2023-08-08;2023-08-23;TRUE
426;52710;6;2018-04-23;2018-05-08;TRUE
357;115850;6;2021-04-27;2021-05-12;TRUE
164;64785;7;2020-03-22;2020-04-06;TRUE
806;109121;3;2018-08-24;2018-09-08;TRUE
624;98099;7;2021-08-18;2021-09-02;TRUE
973;71710;7;2021-08-24;2021-09-08;TRUE
707;54937;6;2020-03-16;2020-03-31;TRUE
156;890;5;2020-01-28;2020-02-12;TRUE
122;69858;1;2022-11-24;2022-12-09;TRUE
757;70624;5;2019-03-24;2019-04-08;TRUE
840;83500;7;2020-12-26;2021-01-10;TRUE
228;22215;2;2021-09-14;2021-09-29;TRUE
612;12894;3;2019-05-15;2019-05-30;TRUE
858;57151;6;2021-01-28;2021-02-12;TRUE
901;109801;7;2022-10-06;2022-10-21;TRUE
34;83662;3;2018-08-26;2018-09-10;TRUE
386;14155;5;2022-10-11;2022-10-26;TRUE
389;35886;7;2019-09-08;2019-09-23;TRUE
771;53012;2;2018-05-14;2018-05-29;TRUE
367;16713;5;2021-06-23;2021-07-08;TRUE
454;34196;6;2020-05-03;2020-05-18;TRUE
860;39015;1;2021-04-18;2021-05-03;TRUE
297;62597;3;2021-09-02;2021-09-17;TRUE
384;9521;1;2021-06-12;2021-06-27;TRUE
242;11679;5;2019-11-25;2019-12-10;TRUE
552;93283;2;2023-01-04;2023-01-19;TRUE
832;113497;5;2021-05-20;2021-06-04;TRUE
692;40492;5;2023-01-26;2023-02-10;TRUE
737;84990;1;2020-07-17;2020-08-01;TRUE
828;17571;3;2019-12-13;2019-12-28;TRUE
222;105537;4;2018-04-06;2018-04-21;TRUE
117;22181;7;2017-12-23;2018-01-07;TRUE
126;83475;3;2022-07-20;2022-08-04;TRUE
849;48336;1;2021-09-06;2021-09-21;TRUE
474;70926;1;2019-07-22;2019-08-06;TRUE
515;118204;3;2022-01-01;2022-01-16;TRUE
963;66361;4;2019-03-09;2019-03-24;TRUE
160;11157;5;2019-01-28;2019-02-12;TRUE
448;58666;2;2019-09-14;2019-09-29;TRUE
238;90010;3;2021-01-11;2021-01-26;TRUE
994;43001;6;2023-01-22;2023-02-06;TRUE
825;9673;3;2019-07-18;2019-08-02;TRUE
438;85357;2;2020-12-03;2020-12-18;TRUE
681;111820;3;2020-03-30;2020-04-14;TRUE
308;9020;5;2018-07-08;2018-07-23;TRUE
276;105392;6;2022-11-04;2022-11-19;TRUE
705;69504;3;2017-12-11;2017-12-26;TRUE
482;64419;4;2019-12-04;2019-12-19;TRUE
51;26279;1;2022-02-09;2022-02-24;TRUE
965;57324;1;2020-07-09;2020-07-24;TRUE
654;40124;7;2021-01-23;2021-02-07;TRUE
15;78973;6;2023-08-25;2023-09-09;TRUE
973;6482;3;2018-11-30;2018-12-15;TRUE
812;40914;4;2021-04-28;2021-05-13;TRUE
67;100263;4;2021-11-14;2021-11-29;TRUE
401;76372;5;2022-11-18;2022-12-03;TRUE
761;107875;4;2020-05-27;2020-06-11;TRUE
200;112502;7;2017-11-20;2017-12-05;TRUE
883;104989;7;2022-01-16;2022-01-31;TRUE
780;106862;3;2020-05-22;2020-06-06;TRUE
795;56768;4;2023-01-16;2023-01-31;TRUE
240;11579;4;2023-04-03;2023-04-18;TRUE
801;70755;3;2019-10-26;2019-11-10;TRUE
398;20441;3;2019-06-02;2019-06-17;TRUE
29;74899;3;2019-07-01;2019-07-16;TRUE
49;4457;1;2022-08-29;2022-09-13;TRUE
315;87989;1;2022-08-09;2022-08-24;TRUE
543;98571;6;2022-05-05;2022-05-20;TRUE
424;32802;7;2018-09-28;2018-10-13;TRUE
506;39733;2;2018-08-18;2018-09-02;TRUE
266;87654;6;2022-08-10;2022-08-25;TRUE
591;22816;7;2023-10-28;2023-11-12;TRUE
475;10055;4;2018-07-15;2018-07-30;TRUE
590;111777;7;2022-09-02;2022-09-17;TRUE
712;73835;2;2020-09-14;2020-09-29;TRUE
844;14611;2;2019-01-20;2019-02-04;TRUE
42;57896;6;2023-07-17;2023-08-01;TRUE
569;95808;3;2020-03-10;2020-03-25;TRUE
898;91556;5;2018-01-07;2018-01-22;TRUE
787;115435;6;2019-03-17;2019-04-01;TRUE
752;99384;2;2022-08-30;2022-09-14;TRUE
252;102731;2;2021-07-11;2021-07-26;TRUE
566;62231;4;2018-11-27;2018-12-12;TRUE
899;85678;2;2022-11-29;2022-12-14;TRUE
506;50267;7;2022-10-25;2022-11-09;TRUE
63;24340;1;2020-12-02;2020-12-17;TRUE
636;70242;2;2018-11-26;2018-12-11;TRUE
210;39260;6;2019-04-21;2019-05-06;TRUE
744;3416;3;2021-04-17;2021-05-02;TRUE
652;117490;1;2022-06-25;2022-07-10;TRUE
277;102465;7;2018-12-03;2018-12-18;TRUE
118;89467;5;2019-02-19;2019-03-06;TRUE
180;116149;7;2021-04-12;2021-04-27;TRUE
263;96313;6;2023-11-16;2023-12-01;TRUE
161;92617;3;2023-07-16;2023-07-31;TRUE
984;50931;7;2020-08-13;2020-08-28;TRUE
304;67478;3;2020-11-09;2020-11-24;TRUE
843;23296;4;2022-09-18;2022-10-03;TRUE
708;57075;3;2019-10-18;2019-11-02;TRUE
875;38624;6;2022-01-05;2022-01-20;TRUE
162;102067;4;2018-08-30;2018-09-14;TRUE
597;101097;4;2022-07-31;2022-08-15;TRUE
374;118102;4;2022-09-20;2022-10-05;TRUE
59;43555;6;2020-07-19;2020-08-03;TRUE
691;41706;6;2019-03-31;2019-04-15;TRUE
561;45493;7;2020-11-09;2020-11-24;TRUE
273;64861;5;2019-10-03;2019-10-18;TRUE
448;54159;2;2020-01-19;2020-02-03;TRUE
86;64185;7;2022-11-05;2022-11-20;TRUE
70;26671;2;2021-11-03;2021-11-18;TRUE
284;98227;1;2018-04-18;2018-05-03;TRUE
98;48833;2;2017-12-18;2018-01-02;TRUE
278;118274;1;2019-06-30;2019-07-15;TRUE
622;30121;6;2022-09-30;2022-10-15;TRUE
741;28905;1;2018-08-03;2018-08-18;TRUE
654;101592;7;2021-07-12;2021-07-27;TRUE
36;35152;1;2023-05-23;2023-06-07;TRUE
171;79801;1;2021-02-14;2021-03-01;TRUE
399;11588;3;2023-03-06;2023-03-21;TRUE
204;76017;7;2023-01-25;2023-02-09;TRUE
41;59625;5;2021-01-17;2021-02-01;TRUE
27;116787;2;2021-02-14;2021-03-01;TRUE
122;12795;3;2023-07-28;2023-08-12;TRUE
873;5019;7;2022-07-16;2022-07-31;TRUE
497;118815;2;2019-10-19;2019-11-03;TRUE
396;95282;1;2020-10-29;2020-11-13;TRUE
423;53908;3;2021-12-03;2021-12-18;TRUE
199;48527;7;2017-10-28;2017-11-12;TRUE
14;103367;6;2019-07-21;2019-08-05;TRUE
649;77212;5;2017-11-21;2017-12-06;TRUE
939;14973;5;2022-07-02;2022-07-17;TRUE
72;33553;6;2020-10-19;2020-11-03;TRUE
968;69551;7;2018-11-09;2018-11-24;TRUE
371;25274;1;2022-05-05;2022-05-20;TRUE
215;11672;4;2020-08-09;2020-08-24;TRUE
909;32621;2;2018-09-16;2018-10-01;TRUE
894;80328;6;2023-02-13;2023-02-28;TRUE
284;105910;7;2021-06-10;2021-06-25;TRUE
839;18476;4;2021-01-27;2021-02-11;TRUE
139;108918;7;2022-08-21;2022-09-05;TRUE
722;39581;5;2021-12-19;2022-01-03;TRUE
35;92632;1;2021-02-10;2021-02-25;TRUE
234;101927;7;2018-02-11;2018-02-26;TRUE
920;119313;6;2018-09-08;2018-09-23;TRUE
456;80731;4;2021-01-20;2021-02-04;TRUE
131;44706;1;2023-08-01;2023-08-16;TRUE
527;15999;6;2021-08-11;2021-08-26;TRUE
363;9738;5;2023-03-20;2023-04-04;TRUE
292;93707;7;2017-12-17;2018-01-01;TRUE
76;73750;3;2022-04-14;2022-04-29;TRUE
341;39960;5;2021-06-06;2021-06-21;TRUE
201;42808;7;2018-04-22;2018-05-07;TRUE
931;22947;7;2017-10-11;2017-10-26;TRUE
877;105206;5;2019-11-07;2019-11-22;TRUE
288;38422;5;2022-11-26;2022-12-11;TRUE
903;10985;2;2019-10-20;2019-11-04;TRUE
187;76644;1;2021-08-16;2021-08-31;TRUE
